ticker,date,price,price_after_fees
K55234DF2657,2021-04-30,1009.8274799753544,1008.7939944379116
K55234DF2657,2021-05-31,1017.704134319162,1016.6706487817191
K55234DF2657,2021-06-30,1031.9427017868145,1030.9092162493716
K55234DF2657,2021-07-31,1047.5098235328098,1045.404287299166
K55234DF2657,2021-08-31,1063.6512846580406,1061.5457484243968
K55234DF2657,2021-09-30,1049.1097689463957,1047.004232712752
K55234DF2657,2021-10-31,1062.205969077326,1059.0133417032691
K55234DF2657,2021-11-30,1063.247353666051,1060.054726291994
K55234DF2657,2021-12-31,1078.0918176216885,1074.8991902476316
K55234DF2657,2022-01-31,1036.9527490906924,1032.6988754241272
K55234DF2657,2022-02-28,1022.4503234750464,1018.1964498084812
K55234DF2657,2022-03-31,1039.8193561306225,1035.5654824640574
K55234DF2657,2022-04-30,1003.0584801486444,998.8046064820793
K55234DF2657,2022-05-31,996.6997227356748,991.4199208946593
K55234DF2657,2022-06-30,961.2547781885396,955.9749763475241
K55234DF2657,2022-07-31,988.9056906402285,983.625888799213
K55234DF2657,2022-08-31,991.7515680837954,985.4594107869162
K55234DF2657,2022-09-30,958.9321749845964,952.6400176877172
K55234DF2657,2022-10-31,960.8508471965496,954.5586898996704
K55234DF2657,2022-11-30,969.4343807763402,962.1579835278774
K55234DF2657,2022-12-31,936.8832231015094,929.6068258530466
K55234DF2657,2023-01-31,973.372707948244,966.0963106997813
K55234DF2657,2023-02-28,973.372707948244,965.1001339902401
K55234DF2657,2023-03-31,983.37,975.0974260419961
K55234DF2657,2023-04-30,1003.6124508485968,995.3398768905929
K55234DF2657,2023-05-31,999.6282224276032,990.3293127730109
K55234DF2657,2023-06-30,1014.2707208872458,1004.9718112326535
K55234DF2657,2023-07-31,1010.130428219347,1000.8315185647547
K55234DF2657,2023-08-31,1015.8864448552064,1005.5525994495945
K55234DF2657,2023-09-30,994.9325246457179,984.598679240106
K55234DF2657,2023-10-31,968.3235705483672,957.9897251427553
K55234DF2657,2023-11-30,1007.8078250154036,996.474888471035
K55234DF2657,2023-12-31,1049.6146826863833,1038.2817461420145
K55234DF2657,2024-01-31,1059.006078250154,1047.6731417057852
K55234DF2657,2024-02-29,1065.166025878004,1052.747968720496
K55234DF2657,2024-03-31,1089.7174564849047,1077.2993993273967
K55234DF2657,2024-04-30,1076.2741281577323,1063.8560710002243
K55234DF2657,2024-05-31,1091.623505853358,1078.0999058796772
K55234DF2657,2024-06-30,1111.5874891241435,1098.0638891504627
K55234DF2657,2024-07-31,1120.5045717806534,1106.9809718069725
K55234DF2657,2024-08-31,1129.277040824439,1114.6044254100364
K55234DF2657,2024-09-30,1144.0335520640788,1129.3609366496762
K55234DF2657,2024-10-31,1147.063034504005,1132.3904190896023
K55234DF2657,2024-11-30,1154.434775107825,1138.5862277752308
K55234DF2657,2024-12-31,1163.826170671596,1147.9776233390016
K55234DF2657,2025-01-31,1163.6242051756008,1147.7756578430065
K55234DF2459,2021-04-30,1010.5952261053478,1009.560954835156
K55234DF2459,2021-05-31,1019.5895236176854,1018.5552523474936
K55234DF2459,2021-06-30,1036.1632853258131,1035.1290140556214
K55234DF2459,2021-07-31,1052.465449566925,1050.3540558749783
K55234DF2459,2021-08-31,1072.241534897774,1070.1301412058274
K55234DF2459,2021-09-30,1056.779427938362,1054.6680342464153
K55234DF2459,2021-10-31,1072.039415852553,1068.830867197187
K55234DF2459,2021-11-30,1073.555308691711,1070.346760036345
K55234DF2459,2021-12-31,1092.3523798972703,1089.1438312419043
K55234DF2459,2022-01-31,1046.7680152307184,1042.4881750664056
K55234DF2459,2022-02-28,1031.615606808339,1027.335766644026
K55234DF2459,2022-03-31,1056.577308893141,1052.297468728828
K55234DF2459,2022-04-30,1017.0977747633194,1012.8179345990065
K55234DF2459,2022-05-31,1008.776154698358,1003.4562125595677
K55234DF2459,2022-06-30,973.8095598751132,968.4896177363229
K55234DF2459,2022-07-31,1002.2746587437471,996.9547166049567
K55234DF2459,2022-08-31,1009.5846308792424,1003.2382089804958
K55234DF2459,2022-09-30,977.750881256924,971.4044593581774
K55234DF2459,2022-10-31,981.0858455030716,974.739423604325
K55234DF2459,2022-11-30,988.2610716084196,980.909844827969
K55234DF2459,2022-12-31,950.0289909608216,942.677764180371
K55234DF2459,2023-01-31,989.7769644475776,982.425737667127
K55234DF2459,2023-02-28,995.3352381911568,986.9704366473961
K55234DF2459,2023-03-31,1003.4199999999998,995.0551984562392
K55234DF2459,2023-04-30,1027.3741692684725,1019.0093677247119
K55234DF2459,2023-05-31,1025.8552140195386,1016.4392700472606
K55234DF2459,2023-06-30,1042.5300352502768,1033.1140912779988
K55234DF2459,2023-07-31,1039.902487662403,1030.486543690125
K55234DF2459,2023-08-31,1047.684070903414,1037.2023203962804
K55234DF2459,2023-09-30,1026.128669198367,1015.6469186912334
K55234DF2459,2023-10-31,995.5373572363782,985.0556067292443
K55234DF2459,2023-11-30,1038.083416255413,1026.5740965559185
K55234DF2459,2023-12-31,1082.2158035384562,1070.7064838389615
K55234DF2459,2024-01-31,1097.405356027797,1085.8960363283024
K55234DF2459,2024-02-29,1108.6229630375665,1095.9881529083018
K55234DF2459,2024-03-31,1138.3597275657164,1125.7249174364517
K55234DF2459,2024-04-30,1126.6115580622418,1113.976747932977
K55234DF2459,2024-05-31,1145.5096887904117,1131.7168818561688
K55234DF2459,2024-06-30,1167.7642206331618,1153.971413698919
K55234DF2459,2024-07-31,1175.9286050961828,1162.1357981619399
K55234DF2459,2024-08-31,1182.3638146972535,1167.3659300401175
K55234DF2459,2024-09-30,1199.576533387048,1184.578648729912
K55234DF2459,2024-10-31,1208.570830899385,1193.5729462422491
K55234DF2459,2024-11-30,1217.2966890547889,1201.0596083243097
K55234DF2459,2024-12-31,1234.03783059724,1217.8007498667607
K55234DF2459,2025-01-31,1233.2293544163558,1216.9922736858766
K55301BU6139,2017-09-30,921.5556006780107,920.1775165249387
K55301BU6139,2017-10-31,945.3723401697844,943.9942560167124
K55301BU6139,2017-11-30,956.3297092630156,954.9516251099436
K55301BU6139,2017-12-31,954.7615805565232,951.9582817723442
K55301BU6139,2018-01-31,993.2532807452484,990.4499819610694
K55301BU6139,2018-02-28,976.1266366163323,973.3233378321534
K55301BU6139,2018-03-31,947.3356963559122,943.1149002118834
K55301BU6139,2018-04-30,953.7515047704904,949.5307086264617
K55301BU6139,2018-05-31,959.36830741492,955.1475112708912
K55301BU6139,2018-06-30,955.6074667098637,949.9573216822688
K55301BU6139,2018-07-31,973.1801171963036,967.5299721687087
K55301BU6139,2018-08-31,972.075172413793,966.425027386198
K55301BU6139,2018-09-30,963.8522626308157,956.7540267751727
K55301BU6139,2018-10-31,906.330957854406,899.232721998763
K55301BU6139,2018-11-30,918.6695079257756,911.5712720701326
K55301BU6139,2018-12-31,875.9449763353616,867.5295809825108
K55301BU6139,2019-01-31,913.236862745098,904.8214673922472
K55301BU6139,2019-02-28,947.6743084666816,939.2589131138308
K55301BU6139,2019-03-31,957.3655949966192,947.5204373349561
K55301BU6139,2019-04-30,988.0968717601984,978.2517140985353
K55301BU6139,2019-05-31,965.0771887912252,955.2320311295622
K55301BU6139,2019-06-30,989.4864235321435,978.1621681489884
K55301BU6139,2019-07-31,1008.1700353091428,996.8457799259877
K55301BU6139,2019-08-31,989.5285475267847,978.2042921436296
K55301BU6139,2019-09-30,1004.8552009616104,992.0293361855079
K55301BU6139,2019-10-31,1013.050208098565,1000.2243433224623
K55301BU6139,2019-11-30,1038.2078441232816,1025.381979347179
K55301BU6139,2019-12-31,1058.8133378408834,1044.4067933151553
K55301BU6139,2020-01-31,1066.73210878221,1052.3255642564818
K55301BU6139,2020-02-29,1045.5856525148372,1031.179107989109
K55301BU6139,2020-03-31,918.11703553452,902.3117872715798
K55301BU6139,2020-04-30,989.1373614303957,973.3321131674554
K55301BU6139,2020-05-31,1036.443960915784,1020.6387126528437
K55301BU6139,2020-06-30,1053.104456464578,1035.7264179837887
K55301BU6139,2020-07-31,1107.1546720757267,1089.7766335949373
K55301BU6139,2020-08-31,1150.431676057396,1133.0536375766067
K55301BU6139,2020-09-30,1106.4744775725148,1087.4316849227287
