group,ticker,date,price,price_after_fees
2025,K55213C51262,2021-09-30,1328.0944788684965,1307.8054534750324
2025,K55213C51262,2021-10-31,1335.8743122790033,1315.5852868855393
2025,K55213C51262,2021-11-30,1334.5503535948812,1312.528525881264
2025,K55213C51262,2021-12-31,1352.1022630072405,1330.0804352936232
2025,K55213C51262,2022-01-31,1293.192406128978,1271.1705784153608
2025,K55213C51262,2022-02-28,1259.2990638154572,1235.6119187894817
2025,K55213C51262,2022-03-31,1279.3727992928102,1255.6856542668347
2025,K55213C51262,2022-04-30,1238.9101000799799,1215.2229550540044
2025,K55213C51262,2022-05-31,1222.8838954369423,1197.5966767861448
2025,K55213C51262,2022-06-30,1186.3678540158276,1161.08063536503
2025,K55213C51262,2022-07-31,1203.736357896187,1178.4491392453895
2025,K55213C51262,2022-08-31,1213.401829432565,1186.548345844487
2025,K55213C51262,2022-09-30,1160.443482067688,1133.58999847961
2025,K55213C51262,2022-10-31,1166.4958646236742,1139.6423810355961
2025,K55213C51262,2022-11-30,1186.872219228827,1158.4955452994743
2025,K55213C51262,2022-12-31,1151.7526389912023,1123.3759650618497
2025,K55213C51262,2023-01-31,1198.17,1169.7933260706475
2025,K55213C51262,2023-02-28,1198.3717460851997,1168.4403765019808
2025,K55213C51262,2023-03-31,1201.2970643205929,1171.365694737374
2025,K55213C51262,2023-04-30,1226.2555004668677,1196.3241308836489
2025,K55213C51262,2023-05-31,1217.5376241791548,1186.0203298939605
2025,K55213C51262,2023-06-30,1233.374691867318,1201.8573975821237
2025,K55213C51262,2023-07-31,1235.2912796767134,1203.773985391519
2025,K55213C51262,2023-08-31,1229.541516248527,1196.424834403106
2025,K55213C51262,2023-09-30,1207.7262373592305,1174.6095555138095
2025,K55213C51262,2023-10-31,1176.1796767132514,1143.0629948678304
2025,K55213C51262,2023-11-30,1225.6074675871362,1190.934796868652
2025,K55213C51262,2023-12-31,1282.750517840469,1248.0778471219849
2025,K55213C51262,2024-01-31,1289.762722680586,1255.0900519621018
2025,K55213C51262,2024-02-29,1305.19629819835,1268.8405285378674
2025,K55213C51262,2024-03-31,1335.401469891817,1299.0457002313344
2025,K55213C51262,2024-04-30,1316.3932059269237,1280.037436266441
2025,K55213C51262,2024-05-31,1336.063449233878,1297.9865229358777
2025,K55213C51262,2024-06-30,1362.525810742549,1324.4488844445489
2025,K55213C51262,2024-07-31,1377.1187775719818,1339.0418512739816
2025,K55213C51262,2024-08-31,1381.0495722642565,1341.183498708928
2025,K55213C51262,2024-09-30,1396.0829095807376,1356.216836025409
2025,K55213C51262,2024-10-31,1395.3767982825393,1355.5107247272108
2025,K55213C51262,2024-11-29,1408.1876746927092,1366.5019672609906
2025,K55301BM8051,2018-04-30,976.709167831082,969.821479804102
2025,K55301BM8051,2018-05-31,978.703376804844,971.8156887778639
2025,K55301BM8051,2018-06-30,976.2417751028569,967.942109063072
2025,K55301BM8051,2018-07-31,987.0427961496662,978.7431301098813
2025,K55301BM8051,2018-08-31,986.6802126998914,978.3805466601066
2025,K55301BM8051,2018-09-30,982.0902358470594,972.3662635450546
2025,K55301BM8051,2018-10-31,946.0708663251048,936.3468940231
2025,K55301BM8051,2018-11-30,955.5886818816954,945.8647095796906
2025,K55301BM8051,2018-12-31,930.6610697096723,919.587073713475
2025,K55301BM8051,2019-01-31,955.8606194690266,944.7866234728292
2025,K55301BM8051,2019-02-28,979.1566061170628,968.0826101208654
2025,K55301BM8051,2019-03-31,988.4931299487657,975.9908931426628
2025,K55301BM8051,2019-04-30,1008.8884489986028,996.3862121924999
2025,K55301BM8051,2019-05-31,996.3793199813692,983.8770831752663
2025,K55301BM8051,2019-06-30,1015.7335850352617,1001.7629750328591
2025,K55301BM8051,2019-07-31,1029.1024763235523,1015.1318663211497
2025,K55301BM8051,2019-08-31,1020.1139156412299,1006.1433056388273
2025,K55301BM8051,2019-09-30,1030.552810122652,1015.09264805759
2025,K55301BM8051,2019-10-31,1036.7167287688246,1021.2565667037626
2025,K55301BM8051,2019-11-30,1053.2454352487966,1037.7852731837347
2025,K55301BM8051,2019-12-31,1068.261488899239,1051.2585087168745
2025,K55301BM8051,2020-01-31,1074.9692827200745,1057.96630253771
2025,K55301BM8051,2020-02-29,1061.7859751009164,1044.7829949185518
2025,K55301BM8051,2020-03-31,962.2058298400872,943.7920847971209
2025,K55301BM8051,2020-04-30,1010.4747515913679,992.0610065484016
2025,K55301BM8051,2020-05-31,1046.789750232883,1028.3760051899167
2025,K55301BM8051,2020-06-30,1059.1969026548672,1039.2530448048333
2025,K55301BM8051,2020-07-31,1095.3646017699114,1075.4207439198774
2025,K55301BM8051,2020-08-31,1117.8447756559542,1097.9009178059202
2025,K55301BM8051,2020-09-30,1092.4610101116336,1070.9316742632618
2025,K55301BM8051,2020-10-31,1099.0518415293159,1077.522505680944
2025,K55301BM8051,2020-11-30,1136.2458857320294,1114.7165498836575
2025,K55301BM8051,2020-12-31,1158.9073513429591,1135.70758846719
2025,K55301BM8051,2021-01-31,1183.4529559518262,1160.253193076057
2025,K55301BM8051,2021-02-28,1202.2140988365254,1179.0143359607562
2025,K55301BM8051,2021-03-31,1204.6835118770375,1179.7413206486433
2025,K55301BM8051,2021-04-30,1225.622706101537,1200.6805148731428
2025,K55301BM8051,2021-05-31,1231.2427495730478,1206.3005583446536
2025,K55301BM8051,2021-06-30,1243.0267116907312,1216.2888803329809
2025,K55301BM8051,2021-07-31,1246.5647330092377,1219.8269016514873
2025,K55301BM8051,2021-08-31,1257.8926331315015,1231.1548017737512
2025,K55301BM8051,2021-09-30,1243.9331703151686,1215.3915062254366
2025,K55301BM8051,2021-10-31,1260.1191221277752,1231.5774580380432
2025,K55301BM8051,2021-11-30,1256.8048827821767,1228.2632186924448
2025,K55301BM8051,2021-12-31,1273.3024297469335,1242.9238691864316
2025,K55301BM8051,2022-01-31,1221.432528008574,1191.0539674480722
2025,K55301BM8051,2022-02-28,1209.3970967241112,1179.0185361636093
2025,K55301BM8051,2022-03-31,1232.3304999223724,1200.1753556994952
2025,K55301BM8051,2022-04-30,1197.6187999728302,1165.463655749953
2025,K55301BM8051,2022-05-31,1189.364361124049,1157.2092169011719
2025,K55301BM8051,2022-06-30,1154.9189333954355,1121.082819249642
2025,K55301BM8051,2022-07-31,1168.079064515674,1134.2429503698804
2025,K55301BM8051,2022-08-31,1176.764586244372,1142.9284720985784
2025,K55301BM8051,2022-09-30,1137.696219531129,1102.2008323070456
2025,K55301BM8051,2022-10-31,1139.4184909175594,1103.9231036934762
2025,K55301BM8051,2022-11-30,1152.4714951094552,1116.976107885372
2025,K55301BM8051,2022-12-31,1132.5350707382393,1095.395549701017
2025,K55301BM8051,2023-01-31,1166.430957925788,1129.2914368885658
2025,K55301BM8051,2023-02-28,1163.530290327589,1126.3907692903667
2025,K55301BM8051,2023-03-31,1167.7,1128.8723464707948
2025,K55301BM8051,2023-04-30,1176.569560297902,1137.7419067686967
2025,K55301BM8051,2023-05-31,1186.1917559385188,1147.3641024093135
2025,K55301BM8051,2023-06-30,1198.5195932308648,1157.9620152620937
2025,K55301BM8051,2023-07-31,1203.5051156652694,1162.9475376964983
2025,K55301BM8051,2023-08-31,1201.148323241733,1160.5907452729618
2025,K55301BM8051,2023-09-30,1183.0751379033218,1140.7984783312122
2025,K55301BM8051,2023-10-31,1161.1734979040525,1118.896838331943
2025,K55301BM8051,2023-11-30,1203.5957615277132,1161.3191019556036
2025,K55301BM8051,2023-12-31,1236.3381457801113,1192.2850334054438
2025,K55301BM8051,2024-01-31,1249.281276199348,1205.2281638246805
2025,K55301BM8051,2024-02-29,1268.9514283496353,1224.8983159749678
2025,K55301BM8051,2024-03-31,1299.2724693370594,1253.349338806881
2025,K55301BM8051,2024-04-30,1289.074809812141,1243.1516792819625
2025,K55301BM8051,2024-05-31,1310.2859416239714,1264.362811093793
2025,K55301BM8051,2024-06-30,1336.9028630506275,1289.0546239136356
2025,K55301BM8051,2024-07-31,1330.771906536252,1282.92366739926
2025,K55301BM8051,2024-08-31,1332.3070380776378,1284.458798940646
2025,K55301BM8051,2024-09-30,1345.7284738394658,1295.9396311699627
2025,K55301BM8051,2024-10-31,1354.9743518087253,1305.1855091392222
2025,K55301BM8051,2024-11-29,1363.495062878435,1313.7062202089319
2030,K55101BT4394,2021-04-30,1329.8145131556898,1310.1203757071892
2030,K55101BT4394,2021-05-31,1334.162895927602,1312.8380895594412
2030,K55101BT4394,2021-06-30,1342.069046421988,1320.7442400538273
2030,K55101BT4394,2021-07-31,1345.447690422323,1324.1228840541621
2030,K55101BT4394,2021-08-31,1361.340288252053,1338.35402990961
2030,K55101BT4394,2021-09-30,1344.8361990950227,1321.8499407525799
2030,K55101BT4394,2021-10-31,1358.6163723395343,1335.6301139970915
2030,K55101BT4394,2021-11-30,1338.5112786995142,1313.8842510940267
2030,K55101BT4394,2021-12-31,1356.300117311882,1331.6730897063946
2030,K55101BT4394,2022-01-31,1297.157010871622,1272.5299832661346
2030,K55101BT4394,2022-02-28,1248.7764705882355,1222.6140436349906
2030,K55101BT4394,2022-03-31,1287.2201273671865,1261.0577004139416
2030,K55101BT4394,2022-04-30,1231.5095614420984,1205.3471344888535
2030,K55101BT4394,2022-05-31,1207.8621417797888,1180.218131068247
2030,K55101BT4394,2022-06-30,1169.9126194067371,1142.2686086951953
2030,K55101BT4394,2022-07-31,1174.6173779016917,1146.97336719015
2030,K55101BT4394,2022-08-31,1187.8002849002849,1158.7070047851207
2030,K55101BT4394,2022-09-30,1113.8777777777775,1084.7844976626134
2030,K55101BT4394,2022-10-31,1135.3232109937994,1106.2299308786353
2030,K55101BT4394,2022-11-30,1171.2961957432549,1140.7795040249023
2030,K55101BT4394,2022-12-31,1148.671016633149,1118.1543249147965
2030,K55101BT4394,2023-01-31,1188.6897268309035,1158.173035112551
2030,K55101BT4394,2023-02-28,1175.7434053963466,1143.786240173221
2030,K55101BT4394,2023-03-31,1179.4,1147.4428347768744
2030,K55101BT4394,2023-04-30,1197.536230073485,1165.5790648503594
2030,K55101BT4394,2023-05-31,1193.7298977710743,1160.3121919644277
2030,K55101BT4394,2023-06-30,1216.5589073236133,1183.1412015169667
2030,K55101BT4394,2023-07-31,1239.7832244008714,1206.3655185942248
2030,K55101BT4394,2023-08-31,1220.1166750460868,1185.20163484134
2030,K55101BT4394,2023-09-30,1201.5779148059428,1166.6628746011959
2030,K55101BT4394,2023-10-31,1172.3832914362326,1137.4682512314857
2030,K55101BT4394,2023-11-30,1226.836902966315,1190.437277360449
2030,K55101BT4394,2023-12-31,1278.160996592369,1241.761370986503
2030,K55101BT4394,2024-01-31,1289.3943187531424,1252.9946931472764
2030,K55101BT4394,2024-02-29,1313.508077761019,1275.5094700865177
2030,K55101BT4394,2024-03-31,1343.0943753142285,1305.0957676397272
2030,K55101BT4394,2024-04-30,1327.343841126194,1289.3452334516928
2030,K55101BT4394,2024-05-31,1348.2951399363164,1308.6545081759134
2030,K55101BT4394,2024-06-30,1366.3654854223482,1326.7248536619452
2030,K55101BT4394,2024-07-31,1373.7924752807105,1334.1518435203075
2030,K55101BT4394,2024-08-31,1391.6642009547134,1350.328071747793
2030,K55101BT4394,2024-09-30,1403.045232109938,1361.7091029030178
2030,K55101BT4394,2024-10-31,1400.772213842802,1359.4360846358818
2030,K55101BT4394,2024-11-29,1418.2645718116307,1375.2001522144806
2030,K55101BT4402,2021-04-30,1329.8629516411927,1312.2340666795312
2030,K55101BT4402,2021-05-31,1334.2011759792867,1315.1110229927003
2030,K55101BT4402,2021-06-30,1342.187452601687,1323.0972996151006
2030,K55101BT4402,2021-07-31,1345.6598807473065,1326.56972776072
2030,K55101BT4402,2021-08-31,1361.6108661154265,1341.0316179707436
2030,K55101BT4402,2021-09-30,1345.145332832206,1324.566084687523
2030,K55101BT4402,2021-10-31,1358.9919096613214,1338.4126615166385
2030,K55101BT4402,2021-11-30,1338.933784348117,1316.883806389115
2030,K55101BT4402,2021-12-31,1356.7796617389126,1334.7296837799108
2030,K55101BT4402,2022-01-31,1297.7556388163691,1275.7056608573673
2030,K55101BT4402,2022-02-28,1249.3100133634011,1225.883585994692
2030,K55101BT4402,2022-03-31,1287.8610523678276,1264.4346249991186
2030,K55101BT4402,2022-04-30,1232.182038153554,1208.755610784845
2030,K55101BT4402,2022-05-31,1208.589862189927,1183.8350161652797
2030,K55101BT4402,2022-06-30,1170.6303992316043,1145.875553206957
2030,K55101BT4402,2022-07-31,1175.3301422645397,1150.5752962398924
2030,K55101BT4402,2022-08-31,1188.5748726300844,1162.5205164860367
2030,K55101BT4402,2022-09-30,1114.7264628748017,1088.672106730754
2030,K55101BT4402,2022-10-31,1136.220392549904,1110.1660364058564
2030,K55101BT4402,2022-11-30,1172.3065313622317,1144.9755893690751
2030,K55101BT4402,2022-12-31,1149.6417740958825,1122.310832102726
2030,K55101BT4402,2023-01-31,1189.758024722292,1162.4270827291355
2030,K55101BT4402,2023-02-28,1176.8419477156935,1148.219015362595
2030,K55101BT4402,2023-03-31,1180.49,1151.8670676469014
2030,K55101BT4402,2023-04-30,1198.781053304278,1170.1581209511794
2030,K55101BT4402,2023-05-31,1194.9836131295417,1165.050534471315
2030,K55101BT4402,2023-06-30,1217.857886912219,1187.9248082539923
2030,K55101BT4402,2023-07-31,1241.2251407333167,1211.29206207509
2030,K55101BT4402,2023-08-31,1221.6045352042092,1190.3280926341542
2030,K55101BT4402,2023-09-30,1203.0104881080472,1171.7340455379922
2030,K55101BT4402,2023-10-31,1173.884067485175,1142.60762491512
2030,K55101BT4402,2023-11-30,1228.5062557420863,1195.89770636795
2030,K55101BT4402,2023-12-31,1279.913616596939,1247.3050672228026
2030,K55101BT4402,2024-01-31,1291.213316629082,1258.6047672549457
2030,K55101BT4402,2024-02-29,1315.4679345193351,1281.4244445850222
2030,K55101BT4402,2024-03-31,1345.0837103274032,1311.0402203930903
2030,K55101BT4402,2024-04-30,1329.369971602773,1295.32648166846
2030,K55101BT4402,2024-05-31,1350.4695172471393,1314.9522868846036
2030,K55101BT4402,2024-06-30,1368.5962438719441,1333.0790135094085
2030,K55101BT4402,2024-07-31,1376.0058832372838,1340.4886528747481
2030,K55101BT4402,2024-08-31,1394.0362305779402,1356.9971325964814
2030,K55101BT4402,2024-09-30,1405.4860895347863,1368.4469915533275
2030,K55101BT4402,2024-10-31,1403.3169773657396,1366.2778793842808
2030,K55101BT4402,2024-11-29,1420.8670667334836,1382.276432472804
2030,K55105BS2072,2021-04-30,1254.6594077328646,1234.4555823110984
2030,K55105BS2072,2021-05-31,1268.0803673110722,1247.876541889306
2030,K55105BS2072,2021-06-30,1281.6014833040424,1261.3976578822762
2030,K55105BS2072,2021-07-31,1287.5733095342707,1265.860751312293
2030,K55105BS2072,2021-08-31,1305.0380843585235,1283.3255261365457
2030,K55105BS2072,2021-09-30,1277.6953831282954,1255.9828249063175
2030,K55105BS2072,2021-10-31,1302.8784616652022,1279.6408178534505
2030,K55105BS2072,2021-11-30,1288.5122759226713,1265.2746321109196
2030,K55105BS2072,2021-12-31,1320.3620158172232,1297.1243720054715
2030,K55105BS2072,2022-01-31,1242.9637231702477,1218.252096236104
2030,K55105BS2072,2022-02-28,1214.196216168717,1189.4845892345734
2030,K55105BS2072,2022-03-31,1240.9379789103689,1216.2263519762253
2030,K55105BS2072,2022-04-30,1160.6156641586117,1134.5299216508963
2030,K55105BS2072,2022-05-31,1166.922388400703,1140.8366458929877
2030,K55105BS2072,2022-06-30,1091.6047644991213,1065.519021991406
2030,K55105BS2072,2022-07-31,1116.391959631464,1089.000416414222
2030,K55105BS2072,2022-08-31,1110.9349525483303,1083.5434093310882
2030,K55105BS2072,2022-09-30,1035.6173286467488,1008.2257854295066
2030,K55105BS2072,2022-10-31,1051.9428242530755,1023.3217446808474
2030,K55105BS2072,2022-11-30,1099.116495606327,1070.4954160340988
2030,K55105BS2072,2022-12-31,1083.6892778449035,1055.0681982726753
2030,K55105BS2072,2023-01-31,1139.4795307557115,1109.5388033864315
2030,K55105BS2072,2023-02-28,1112.236985940246,1082.296258570966
2030,K55105BS2072,2023-03-31,1126.25888400703,1096.31815663775
2030,K55105BS2072,2023-04-30,1140.053153858444,1108.777804578312
2030,K55105BS2072,2023-05-31,1144.2870386643235,1113.0116893841916
2030,K55105BS2072,2023-06-30,1166.2212934973638,1134.945944217232
2030,K55105BS2072,2023-07-31,1184.249448154657,1151.5898264462624
2030,K55105BS2072,2023-08-31,1171.3292706502637,1138.669648941869
2030,K55105BS2072,2023-09-30,1134.5512459940041,1101.8916242856094
2030,K55105BS2072,2023-10-31,1101.2197803163444,1067.2584104952975
2030,K55105BS2072,2023-11-30,1170.82848857645,1136.867118755403
2030,K55105BS2072,2023-12-31,1225.468365393833,1191.506995572786
2030,K55105BS2072,2024-01-31,1229.419991212654,1194.017937640855
2030,K55105BS2072,2024-02-29,1248.0490843585235,1212.6470307867246
2030,K55105BS2072,2024-03-31,1275.554539762742,1240.1524861909431
2030,K55105BS2072,2024-04-30,1252.4559666080845,1215.5776391136317
2030,K55105BS2072,2024-05-31,1269.3824007029875,1232.5040732085347
2030,K55105BS2072,2024-06-30,1290.6792965329926,1253.8009690385397
2030,K55105BS2072,2024-07-31,1296.3244762741654,1257.927567140333
2030,K55105BS2072,2024-08-31,1320.6560233573334,1282.259114223501
2030,K55105BS2072,2024-09-30,1344.499711775044,1306.1028026412116
2030,K55105BS2072,2024-10-31,1334.884695957821,1294.918416218729
2030,K55105BS2072,2024-11-29,1338.290014059754,1298.323734320662
2030,K55105BU1161,2021-04-30,1257.6074945609607,1240.7206448268505
2030,K55105BU1161,2021-05-31,1271.141926725263,1252.9243057998506
2030,K55105BU1161,2021-06-30,1284.6763588895656,1266.4587379641532
2030,K55105BU1161,2021-07-31,1290.7158504481768,1272.4982295227644
2030,K55105BU1161,2021-08-31,1308.262097293534,1288.6759262920548
2030,K55105BU1161,2021-09-30,1280.894679314246,1261.308508312767
2030,K55105BU1161,2021-10-31,1306.2095409450872,1286.623369943608
2030,K55105BU1161,2021-11-30,1291.841646505961,1270.898662508651
2030,K55105BU1161,2021-12-31,1323.8864050126183,1302.943421015308
2030,K55105BU1161,2022-01-31,1246.2656660893097,1225.3226820919995
2030,K55105BU1161,2022-02-28,1217.5017874858584,1195.2781273336063
2030,K55105BU1161,2022-03-31,1244.3716160473411,1222.1479558950891
2030,K55105BU1161,2022-04-30,1163.967385997737,1141.743725845485
2030,K55105BU1161,2022-05-31,1170.3303106779215,1146.8808103040667
2030,K55105BU1161,2022-06-30,1094.7962370550863,1071.3467366812315
2030,K55105BU1161,2022-07-31,1119.6304725437296,1096.1809721698748
2030,K55105BU1161,2022-08-31,1114.3017422330518,1089.6829820704936
2030,K55105BU1161,2022-09-30,1038.7676686102166,1014.1489084476585
2030,K55105BU1161,2022-10-31,1055.2876372813505,1030.6688771187924
2030,K55105BU1161,2022-11-30,1102.5586319728482,1076.7939154608907
2030,K55105BU1161,2022-12-31,1087.1489096901923,1061.384193178235
2030,K55105BU1161,2023-01-31,1143.161928465756,1117.3972119537987
2030,K55105BU1161,2023-02-28,1115.7945104864675,1088.8549271471593
2030,K55105BU1161,2023-03-31,1130.0255678356973,1103.085984496389
2030,K55105BU1161,2023-04-30,1143.8374437965945,1116.8978604572862
2030,K55105BU1161,2023-05-31,1148.137822643808,1119.9954612599963
2030,K55105BU1161,2023-06-30,1170.2307927943607,1142.088431410549
2030,K55105BU1161,2023-07-31,1188.3430476024714,1160.2006862186597
2030,K55105BU1161,2023-08-31,1175.4057227395351,1146.0280618467505
2030,K55105BU1161,2023-09-30,1138.6280107705772,1109.2503498777926
2030,K55105BU1161,2023-10-31,1105.1460969454356,1075.768436052651
2030,K55105BU1161,2023-11-30,1175.107169088852,1144.5146977869395
2030,K55105BU1161,2023-12-31,1229.9958054129318,1199.4033341110191
2030,K55105BU1161,2024-01-31,1233.9222382734313,1203.3297669715187
2030,K55105BU1161,2024-02-29,1252.7311182664691,1220.8301055217976
2030,K55105BU1161,2024-03-31,1280.4468488382208,1248.5458360935493
2030,K55105BU1161,2024-04-30,1257.3089409102777,1225.407928165606
2030,K55105BU1161,2024-05-31,1274.3264989992167,1241.0941496641092
2030,K55105BU1161,2024-06-30,1295.7861735271083,1262.5538241920008
2030,K55105BU1161,2024-07-31,1301.3953633278218,1268.1630139927142
2030,K55105BU1161,2024-08-31,1325.8831831924563,1291.2683066575482
2030,K55105BU1161,2024-09-30,1349.960090505613,1315.345213970705
2030,K55105BU1161,2024-10-31,1340.3068558001914,1305.6919792652834
2030,K55105BU1161,2024-11-29,1343.789981724828,1307.7673498931422
2030,K55206C95800,2021-04-30,1222.7050114999176,1208.2000172650744
2030,K55206C95800,2021-05-31,1227.7642171841628,1213.2592229493196
2030,K55206C95800,2021-06-30,1245.6146221455558,1231.1096279107126
2030,K55206C95800,2021-07-31,1256.6428552909886,1240.634589534873
2030,K55206C95800,2021-08-31,1275.9698562510266,1259.961590494911
2030,K55206C95800,2021-09-30,1245.9964489896497,1229.988183233534
2030,K55206C95800,2021-10-31,1273.1180870091996,1255.5877853484853
2030,K55206C95800,2021-11-30,1267.5696656809594,1250.039364020245
2030,K55206C95800,2021-12-31,1295.443025299819,1277.9127236391048
2030,K55206C95800,2022-01-31,1226.0675511269387,1207.0574826674008
2030,K55206C95800,2022-02-28,1206.668284047971,1187.658215588433
2030,K55206C95800,2022-03-31,1247.5237563660255,1228.5136879064876
2030,K55206C95800,2022-04-30,1177.679274119024,1157.2498019538295
2030,K55206C95800,2022-05-31,1175.6448529653358,1155.2153808001412
2030,K55206C95800,2022-06-30,1111.7843132906194,1091.3548411254249
2030,K55206C95800,2022-07-31,1142.8858453186372,1121.091412221624
2030,K55206C95800,2022-08-31,1145.5759889929357,1123.7815558959226
2030,K55206C95800,2022-09-30,1077.1335271890914,1055.3390940920783
2030,K55206C95800,2022-10-31,1081.142709052078,1058.054162948604
2030,K55206C95800,2022-11-30,1103.7659495646458,1080.6774034611717
2030,K55206C95800,2022-12-31,1080.546104608181,1057.4575585047069
2030,K55206C95800,2023-01-31,1133.071159848858,1108.6395760054272
2030,K55206C95800,2023-02-28,1111.497943157549,1087.066359314118
2030,K55206C95800,2023-03-31,1121.616354526039,1097.1847706826081
2030,K55206C95800,2023-04-30,1132.8889243096312,1107.1022804351828
2030,K55206C95800,2023-05-31,1140.421326597667,1114.6346827232187
2030,K55206C95800,2023-06-30,1162.09,1136.3033561255515
2030,K55206C95800,2023-07-31,1173.4493486117956,1146.259726660556
2030,K55206C95800,2023-08-31,1168.4855996385738,1141.2959776873342
2030,K55206C95800,2023-09-30,1139.758744721151,1112.5691227699115
2030,K55206C95800,2023-10-31,1105.2932569410216,1076.770341580006
2030,K55206C95800,2023-11-30,1166.2900952850334,1137.767179924018
2030,K55206C95800,2023-12-31,1213.6713354839671,1185.1484201229516
2030,K55206C95800,2024-01-31,1229.0051544274684,1199.014820137657
2030,K55206C95800,2024-02-29,1246.6646459668143,1216.6743116770028
2030,K55206C95800,2024-03-31,1274.3590242525052,1244.3686899626937
2030,K55206C95800,2024-04-30,1257.3557976014454,1225.8545923057998
2030,K55206C95800,2024-05-31,1279.5017545588958,1248.0005492632502
2030,K55206C95800,2024-06-30,1315.0174363148487,1283.5162310192031
2030,K55206C95800,2024-07-31,1323.9845818958431,1290.900218865482
2030,K55206C95800,2024-08-31,1325.52420626719,1292.439843236829
2030,K55206C95800,2024-09-30,1343.075924100542,1309.9915610701808
2030,K55206C95800,2024-10-31,1353.6716190241495,1318.969450598981
2030,K55206C95800,2024-11-29,1373.90844176113,1339.2062733359614
2030,K55210BU2385,2021-04-30,1142.7720716639208,1124.091043272923
2030,K55210BU2385,2021-05-31,1156.317961285008,1136.1964184214535
2030,K55210BU2385,2021-06-30,1172.8328130148268,1152.7112701512722
2030,K55210BU2385,2021-07-31,1183.6155962983935,1163.4940534348389
2030,K55210BU2385,2021-08-31,1198.6256713344314,1177.0116680620838
2030,K55210BU2385,2021-09-30,1179.327417627677,1157.7134143553294
2030,K55210BU2385,2021-10-31,1193.5807552512354,1171.9667519788877
2030,K55210BU2385,2021-11-30,1191.6671663920922,1168.5659660943886
2030,K55210BU2385,2021-12-31,1214.6766227347612,1191.5754224370576
2030,K55210BU2385,2022-01-31,1158.5476757719082,1135.4464754742046
2030,K55210BU2385,2022-02-28,1142.122611202636,1117.5934991462923
2030,K55210BU2385,2022-03-31,1169.585510708402,1145.056398652058
2030,K55210BU2385,2022-04-30,1109.4350342359965,1084.9059221796526
2030,K55210BU2385,2022-05-31,1102.783863261944,1076.877510058563
2030,K55210BU2385,2022-06-30,1059.8266927512357,1033.9203395478548
2030,K55210BU2385,2022-07-31,1086.1312471918525,1060.2248939884716
2030,K55210BU2385,2022-08-31,1079.681626853377,1052.426637290096
2030,K55210BU2385,2022-09-30,1021.9724258649092,994.7174363016281
2030,K55210BU2385,2022-10-31,1023.1785667215814,995.9235771583004
